	GeneID	Control_Rep1	Control_Rep2	sgRNA6_D3_Rep1	sgRNA6_D3_Rep2	sgRNA7_D3_Rep1	sgRNA7_D3_Rep2	sgRNA6_D5_Rep1	sgRNA6_D5_Rep2	sgRNA7_D5_Rep1	sgRNA7_D5_Rep2
79	ENSG00000270276	192.419446894671	199.485383083661	64.5589749369704	13.8506794055959	0	0	117.640691133859	111.045562010015	154.062634168937	98.3782987125586
80	ENSG00000134897	907.120249646307	904.408450272554	742.428211775159	1108.05435244768	944.419072258981	874.363715057935	721.227929489887	1142.37290738446	706.264660010409	988.581928526199
81	ENSG00000180015	33.2152616663421	15.6898615908498	24.2096156013639	9.23378627039729	10.5587225469948	26.3307868501351	17.1936394734101	17.9534740974275	31.1587350004592	17.9960302522973
82	ENSG00000261377	81.3201233900099	91.8977607464057	63.4061360988102	69.2533970279797	83.296588981848	49.0297410312861	68.7745578936404	61.1748006282716	86.5520416679422	69.5846503088829
83	ENSG00000139890	2.29070770112704	0	1.15283883816019	0.923378627039729	1.17319139411054	0	0	2.65977394035964	1.73104083335884	0
84	ENSG00000166272	1271.34277412551	1250.70610967059	1578.23636944129	1375.8341542892	1938.11218307061	1640.68040821359	1782.70893487463	1474.84464992942	1636.69910794079	1398.89141827858
85	ENSG00000181781	3.43606155169056	0	1.15283883816019	0.923378627039729	0	0	0.904928393337374	3.32471742544954	4.32760208339711	1.19973535015315
86	ENSG00000006576	1108.70252734549	1139.7563741353	1143.6161274549	1207.77924416797	1370.28754832111	1435.48186241599	1233.41740011884	1367.12380534485	1363.19465627009	1246.52502880913
87	ENSG00000233009	6.87212310338111	15.6898615908498	4.61135535264074	3.69351450815892	5.86595697055268	1.81591633449208	4.52464196668687	9.30920879125872	4.32760208339711	2.39947070030631
88	ENSG00000274605	57.2676925281759	60.5180375647062	84.1572351856935	83.1040764335756	116.145948016943	72.6366533796831	58.8203455669293	75.8035573002496	73.5692354177509	89.9801512614865
89	ENSG00000139800	492.502155742313	425.867671751636	395.423721488944	595.579214440625	448.159112550225	562.026105525298	402.693135035131	660.953824179369	456.994780006735	574.673232723361
90	ENSG00000125246	164.930954481147	144.570867515687	112.978206139698	180.982210899787	99.7212684993955	100.78335656431	98.6371948737738	224.085954475299	115.114215418363	196.756597425117
91	ENSG00000159388	75.5933541371923	61.6387419640526	44.9607146882472	28.6247374382316	45.7544643703109	37.2262848570876	41.6267060935192	41.2264960755744	47.6036229173682	35.9920605045946
92	ENSG00000203441	10.3081846550717	3.36211319803923	0	5.54027176223838	2.34638278822107	1.81591633449208	4.52464196668687	1.99483045526973	5.19312250007653	0
93	ENSG00000228889	77.8840618383193	61.6387419640526	21.9039379250435	31.3948733193508	25.8102106704318	13.6193725086906	20.8133530467596	34.5770612246753	35.4863370838563	34.7923251544414
94	ENSG00000249550	30.924553965215	23.5347923862746	106.061173110737	147.740580326357	90.3357373465113	166.156344606025	99.5421232671111	138.308244898701	90.0141233346599	134.370359217153
95	ENSG00000260992	6.87212310338111	10.0863395941177	2.30567767632037	0	2.34638278822107	2.72387450173811	1.80985678667475	1.99483045526973	0.865520416679422	1.19973535015315
96	ENSG00000267374	128.279631263114	182.674817093465	74.9345244804121	132.966522293721	122.011904987496	80.8082768848974	95.0174813004243	127.669149137263	75.3002762511097	134.370359217153
97	ENSG00000102572	2845.05896479978	2435.29065977975	2126.98765640554	2079.44866809347	2085.93429872853	2005.6795914465	1426.1671478997	1528.04012873661	1282.7012575189	1412.08850713026
98	ENSG00000152767	7270.70624337722	7544.58201640004	5032.14152856921	4738.77911396789	4690.41919365392	4349.11962110852	5148.13762969632	4722.42863110853	5037.32882507424	4247.06313954216
99	ENSG00000065150	6944.28039596662	6813.88274802618	4038.39445007513	5002.86540130125	4811.25790724731	4480.7735553592	4280.31130048578	5610.79312718865	4526.67177923338	5715.53920812962
100	ENSG00000276573	8.01747695394463	3.36211319803923	8.0698718671213	0	2.34638278822107	4.53979083623019	0.904928393337374	1.99483045526973	3.46208166671769	1.19973535015315
101	ENSG00000125249	749.061418268541	703.802362789546	472.663923645676	615.893544235499	509.165065043973	631.938884403243	525.763396529014	696.860772374225	585.09180167529	701.845179839595
102	ENSG00000286416	9.16283080450815	16.8105659901962	9.22271070528148	20.314329794874	16.4246795175475	9.98753983970642	11.7640691133859	21.943135007967	14.7138470835502	22.7949716529099
103	ENSG00000272772	5.7267692528176	0	6.91703302896111	1.84675725407946	3.51957418233161	3.63183266898415	0	10.6390957614385	2.59656125003827	1.19973535015315
104	ENSG00000205560	420.344863156811	437.0747157451	246.70751136628	193.909511678343	229.945513245665	194.303047790652	228.946883514356	202.807762952422	238.883635003521	211.153421626955
105	ENSG00000226977	1.14535385056352	1.12070439934641	1.15283883816019	0	2.34638278822107	0.907958167246038	3.6197135733495	0	0.865520416679422	2.39947070030631
106	ENSG00000232373	28.633846264088	44.8281759738564	73.7816856422519	68.33001840094	75.0842492230743	82.6241932193895	54.2957036002424	47.2109874413835	65.7795516676361	35.9920605045946
107	ENSG00000229622	32.0699078157785	34.7418363797387	48.4192312027278	60.9429893846221	52.7936127349741	50.8456573657781	28.957708586796	43.886270015934	37.2173779172152	37.1917958547478
108	ENSG00000247400	57.2676925281759	41.4660627758172	73.7816856422519	75.7170474172578	78.6038234054059	76.2684860486672	59.7252739602667	87.1075965467781	71.838194584392	80.3822684602613
109	ENSG00000083799	217.617231607069	242.072150258825	330.864746551973	365.657936307733	439.946772791451	841.677221037077	285.052443901273	381.012616956518	370.442738338793	349.122986894568
110	ENSG00000223392	2.29070770112704	4.48281759738564	0	1.84675725407946	0	0	0	0	0.865520416679422	1.19973535015315
