"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneName","threshold"
"ENSG00000167555",58.365422959802,-3.13941945668475,0.306369357195886,-10.2471718628096,1.21856859759726e-24,2.4420583376079e-22,"ZNF528",TRUE
"ENSG00000140022",180.328631960588,-2.12960711619138,0.208368756493388,-10.2203763751834,1.60715643478868e-24,3.19012899179674e-22,"STON2",TRUE
"ENSG00000124006",519.490411070928,-1.67576383660289,0.164043476914062,-10.2153640493781,1.69242648864235e-24,3.32769366757395e-22,"OBSL1",TRUE
"ENSG00000058866",608.286046740117,2.01226239390187,0.197115370425192,10.2085514161644,1.81555011599074e-24,3.53642014182046e-22,"DGKG",TRUE
"ENSG00000170962",72.2880273662892,-2.79877585520285,0.274759723663653,-10.1862668148152,2.28365879658219e-24,4.40703857762648e-22,"PDGFD",TRUE
"ENSG00000226380",816.01882846232,1.38703761709024,0.136352469115596,10.1724422453571,2.63224515638159e-24,5.01980751605006e-22,NA,TRUE
"ENSG00000187479",175.458853160013,-2.29812964243441,0.225931212014423,-10.1718112426525,2.64935623628014e-24,5.01980751605006e-22,"C11orf96",TRUE
"ENSG00000069667",645.567005677054,-2.06822316666515,0.204955142697103,-10.0911015915405,6.04868636694568e-24,1.12559572553466e-21,"RORA",TRUE
"ENSG00000143847",225.046962597739,-2.95155021798442,0.293055664974709,-10.0716367937782,7.37405273573777e-24,1.36008855856855e-21,"PPFIA4",TRUE
"ENSG00000198914",103.550063096397,-3.26375871348244,0.325878742291977,-10.0152550317572,1.30624574058741e-23,2.38813804608094e-21,"POU3F3",TRUE
"ENSG00000136986",1376.07753499322,1.1438397934633,0.114787321021064,9.96486182697296,2.17175634251865e-23,3.93597788615423e-21,"DERL1",TRUE
"ENSG00000154556",1376.23118159623,4.2966200724886,0.432948744630208,9.92408483863015,3.27089398930359e-23,5.87689418319529e-21,"SORBS2",TRUE
"ENSG00000180573",1073.84907683078,-1.89892784147444,0.191992127688807,-9.8906547072198,4.57029060288371e-23,8.14136724318823e-21,"H2AC6",TRUE
"ENSG00000068366",1509.78283534044,2.05908922438047,0.20821404129772,9.88929090251041,4.6329786393019e-23,8.18309667799409e-21,"ACSL4",TRUE
"ENSG00000181467",4390.55811088043,-1.10083637123653,0.111457939539929,-9.87669766533019,5.25357223912979e-23,9.2012565216759e-21,"RAP2B",TRUE
"ENSG00000101856",1106.95283498172,1.55039230084974,0.157138735796004,9.86639158700149,5.82214528032685e-23,1.0112095994381e-20,"PGRMC1",TRUE
"ENSG00000164830",1290.63676605471,1.29172840219875,0.130987980257473,9.86142697719058,6.11737277337392e-23,1.05370482101371e-20,"OXR1",TRUE
"ENSG00000263465",2030.81238746657,-1.46691101286659,0.148941651112563,-9.84889721517835,6.93001528583896e-23,1.18389654579882e-20,"SRSF8",TRUE
"ENSG00000072778",1615.1380572833,1.86766729571017,0.19061032600473,9.79835318923817,1.14436072291588e-22,1.93908668187095e-20,"ACADVL",TRUE
"ENSG00000176890",1533.46127590041,-1.45406721088497,0.149115418613735,-9.75128678444408,1.82144653002341e-22,3.06149907893128e-20,"TYMS",TRUE
"ENSG00000131725",585.502668991821,1.86184339280063,0.191262631003307,9.7344859423608,2.14901488563108e-22,3.58318145970583e-20,"WDR44",TRUE
"ENSG00000013275",2301.9271914732,1.66686452551224,0.172541203669925,9.66067518979982,4.42934923497905e-22,7.32670609170107e-20,"PSMC4",TRUE
"ENSG00000105204",135.11427779754,3.04673997481527,0.315728570032978,9.64987100944661,4.92175988472646e-22,8.07711177302904e-20,"DYRK1B",TRUE
"ENSG00000170627",1251.18344230522,1.46457101263074,0.151886329258998,9.64254663191797,5.28600327748435e-22,8.60710002416631e-20,"GTSF1",TRUE
"ENSG00000156709",1088.04202361389,1.40915313270523,0.146433531619424,9.62315882927397,6.38399289549017e-22,1.02350138406005e-19,"AIFM1",TRUE
"ENSG00000241316",612.140063856043,2.16466241778573,0.225689766921783,9.59131841602696,8.69665267039448e-22,1.3836308011936e-19,"SUCLG2-DT",TRUE
"ENSG00000114573",5240.75936692019,1.59574765027917,0.166456562194194,9.58657099031949,9.10611231646316e-22,1.43779994621004e-19,"ATP6V1A",TRUE
"ENSG00000071539",1100.05697017426,-1.10847773993669,0.115688643748659,-9.58156050601587,9.55895743880197e-22,1.49795331533467e-19,"TRIP13",TRUE
"ENSG00000112941",1104.01492862414,-1.24099479494174,0.129651111782561,-9.57180218418042,1.05058145886002e-21,1.63404617653437e-19,"TENT4A",TRUE
"ENSG00000102024",2278.22389792142,1.56449292629435,0.163878614159824,9.54665704439361,1.33948840059739e-21,2.06797164779635e-19,"PLS3",TRUE
"ENSG00000162512",5749.67927182044,-2.85889604261397,0.299931793174412,-9.53182059279558,1.54548699770158e-21,2.36845882397768e-19,"SDC3",TRUE
"ENSG00000166833",13231.1543961956,-2.14785473748909,0.225702429048028,-9.51631201555229,1.79434144909999e-21,2.72975653154322e-19,"NAV2",TRUE
"ENSG00000076864",181.581634196817,-2.60830244502356,0.274239118582015,-9.51105173656511,1.88744491795067e-21,2.85058891158897e-19,"RAP1GAP",TRUE
"ENSG00000168453",104.693292172587,-3.43612790828907,0.362533743476032,-9.47809126770635,2.5897672131027e-21,3.8831603061501e-19,"HR",TRUE
"ENSG00000149177",1813.43693425081,-1.23589725830697,0.130411895288455,-9.47687521581768,2.62011629384277e-21,3.9006045568765e-19,"PTPRJ",TRUE
"ENSG00000150991",18622.0280246502,1.77653994365358,0.187695224556963,9.46502473809301,2.93491581779525e-21,4.33826350882898e-19,"UBC",TRUE
"ENSG00000049246",685.711635984529,-2.79174247039985,0.295800630476875,-9.43791926981067,3.80255161979966e-21,5.58118175069468e-19,"PER3",TRUE
"ENSG00000183092",211.866260544677,3.14820741403448,0.334281400115208,9.41783602961297,4.60480079945855e-21,6.66480960154965e-19,"BEGAIN",TRUE
"ENSG00000187514",6463.14233565242,-1.04686913080621,0.11115248017213,-9.41831553542514,4.58382390738613e-21,6.66480960154965e-19,"PTMA",TRUE
"ENSG00000124260",394.382985384721,2.17695664271299,0.231296301708669,9.41198206210402,4.8686780944701e-21,6.99813716172041e-19,"MAGEA10",TRUE
"ENSG00000139946",1431.61388672892,-1.09947672188607,0.117119134587104,-9.38767798927313,6.13375263505331e-21,8.75614194656035e-19,"PELI2",TRUE
"ENSG00000148143",1624.91316287801,-1.12474920319079,0.120425680553753,-9.33977867526974,9.65356989339328e-21,1.36870546747009e-18,"ZNF462",TRUE
