"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneName","threshold"
"ENSG00000273100",131.791450851826,-2.45872142153058,0.285248932641955,-8.61956396736734,6.72095474260297e-18,8.40076259782149e-16,8.40076259782149e-16,TRUE
"ENSG00000196422",593.317969217534,-1.45306714876466,0.169014254472111,-8.59730531784482,8.16096593168463e-18,1.01357117644534e-15,1.01357117644534e-15,TRUE
"ENSG00000054392",398.651162681766,-1.04818919223042,0.121988206189425,-8.59254533674164,8.50635866389992e-18,1.04978156700876e-15,1.04978156700876e-15,TRUE
"ENSG00000076864",181.581634196817,-2.32615589482982,0.270976728087506,-8.58433826124968,9.13607842507159e-18,1.1204049887451e-15,1.1204049887451e-15,TRUE
"ENSG00000158373",1336.73041864943,-1.68295176921577,0.196257978937535,-8.57520177435137,9.89132329719501e-18,1.20544320607503e-15,1.20544320607503e-15,TRUE
"ENSG00000285756",162.62864980639,-2.28474461258295,0.267005678290319,-8.55691394734579,1.15929002221702e-17,1.40403702752855e-15,1.40403702752855e-15,TRUE
"ENSG00000152137",293.649245891388,4.70162283055784,0.549996289648746,8.54846281519558,1.24738636906674e-17,1.50140659323656e-15,1.50140659323656e-15,TRUE
"ENSG00000128590",557.073938297799,2.12445998996965,0.248884320335414,8.53593342925975,1.39028397272773e-17,1.66313786406246e-15,1.66313786406246e-15,TRUE
"ENSG00000140105",2527.06413498271,1.08717879463918,0.127388719946391,8.53434114964571,1.40956352858289e-17,1.67591946608767e-15,1.67591946608767e-15,TRUE
"ENSG00000166833",13231.1543961956,-1.92431077269542,0.225662547366877,-8.52738212498734,1.49696737112366e-17,1.76905253148729e-15,1.76905253148729e-15,TRUE
"ENSG00000003436",1113.5673267908,2.64556438190339,0.31059949351785,8.51760687675218,1.62884014944967e-17,1.91329843819994e-15,1.91329843819994e-15,TRUE
"ENSG00000163216",84.3055527727468,4.77530176417179,0.561909307287998,8.49834964866366,1.92305121237816e-17,2.23199854703343e-15,2.23199854703343e-15,TRUE
"ENSG00000145832",146.472683719636,5.24954591390232,0.61866146051732,8.48532880892999,2.15109596863077e-17,2.48190652617345e-15,2.48190652617345e-15,TRUE
"ENSG00000103642",607.627567161019,1.90456771478403,0.224492594361877,8.48387769849507,2.17810697296039e-17,2.49828869798556e-15,2.49828869798556e-15,TRUE
"ENSG00000139737",339.206376361172,-1.43121390841067,0.16921985559281,-8.45771853070585,2.72659261442507e-17,3.10911282974704e-15,3.10911282974704e-15,TRUE
"ENSG00000234444",146.244544785504,-1.72885511741231,0.204690731299095,-8.44618174179123,3.00985007073421e-17,3.41215503077014e-15,3.41215503077014e-15,TRUE
"ENSG00000276231",27.1255438967191,-7.23352886617236,0.857239761926316,-8.4381630291131,3.22363790355557e-17,3.63339395846416e-15,3.63339395846416e-15,TRUE
"ENSG00000101412",415.12599342633,-1.23092016180639,0.145915494139006,-8.43584273945408,3.28824693250543e-17,3.68491534120249e-15,3.68491534120249e-15,TRUE
"ENSG00000126945",1137.82498251424,1.20220589063055,0.142865183159025,8.41496762225376,3.9300344642133e-17,4.35407625100541e-15,4.35407625100541e-15,TRUE
"ENSG00000182901",23.9229236635839,-9.50882128246787,1.13175580985953,-8.40183120742985,4.39569369976718e-17,4.78835929898102e-15,4.78835929898102e-15,TRUE
"ENSG00000101856",1106.95283498172,1.3205836006123,0.157168576450076,8.40233862544254,4.37673580659762e-17,4.78835929898102e-15,4.78835929898102e-15,TRUE
"ENSG00000185869",41.9419747619438,-4.02952716748473,0.4799931710227,-8.39496770110123,4.66022337703051e-17,5.04831642381766e-15,5.04831642381766e-15,TRUE
