	GeneID	control	sgRNA6_D3	sgRNA6_D5	sgRNA7_D3	sgRNA7_D5
2047	ENSG00000256223	123.69821586086	3574.95323713473	3619.7135733495	3451.5290814732	2583.57844378808
2048	ENSG00000254626	0	2.30567767632037	4.52464196668687	5.86595697055268	0.865520416679422
2049	ENSG00000268472	3.43606155169056	17.2925825724028	12.6689975067232	7.03914836466322	6.92416333343538
2050	ENSG00000116030	4194.28580076361	6703.75784390148	8033.04934765587	7171.71899219771	6026.61866133882
2051	ENSG00000214940	9.16283080450815	34.5851651448056	25.3379950134465	10.5587225469948	0
2052	ENSG00000150783	4.58141540225408	11.5283883816019	15.3837826867354	2.34638278822107	9.52072458347364
2053	ENSG00000255292	0	16.1397437342426	9.04928393337374	4.69276557644214	9.52072458347364
2054	ENSG00000150779	505.101048098512	954.550557996633	1026.18879804458	989.000345235182	800.606385428466
2055	ENSG00000150776	1596.62326768555	2181.17108179907	2272.27519567015	2231.41003159824	1669.58888377461
2056	ENSG00000150773	88.192246493391	149.869048960824	154.742755260691	160.727220993143	126.365980835196
2057	ENSG00000204253	9.16283080450815	4.61135535264074	10.8591407200485	16.4246795175475	3.46208166671769
2058	ENSG00000150768	3661.69626025157	4150.21981737667	4505.63847042678	5036.51065491653	3423.99876838379
2059	ENSG00000280181	40.0873847697232	10.3755495434417	6.33449875336162	16.4246795175475	13.8483266668708
2060	ENSG00000240057	21.7617231607069	43.807875850087	33.4823505534828	38.7153160056477	38.0828983338946
2061	ENSG00000109846	9.16283080450815	17.2925825724028	30.7675653734707	11.7319139411054	29.4276941671004
2062	ENSG00000164164	2756.86671830639	3574.95323713473	4167.19525131861	4120.2481761162	3120.20110212932
2063	ENSG00000236138	3.43606155169056	9.22271070528148	6.33449875336162	7.03914836466322	1.73104083335884
2064	ENSG00000137720	410.03667850174	337.781779580934	431.650843621927	285.08550876886	273.504451670697
2065	ENSG00000116353	408.891324651176	510.707605304962	566.485174229196	400.058265391693	399.004912089214
2066	ENSG00000254450	12.5988923561987	4.61135535264074	5.42957036002424	11.7319139411054	4.32760208339711
2067	ENSG00000254990	44.6688001719772	23.0567767632037	19.0034962600849	26.9834020645423	16.444887916909
2068	ENSG00000223324	17.1803077584528	5.76419419080093	6.33449875336162	10.5587225469948	10.3862450001531
2069	ENSG00000286619	185.54732379129	149.869048960824	145.693471327317	123.185096381606	107.324531668248
2070	ENSG00000241155	21.7617231607069	16.1397437342426	19.9084246534222	24.6370192763213	11.2517654168325
2071	ENSG00000170145	5065.90008104244	5386.06305188439	5461.24285379105	7366.46876362005	4102.56677506046
2072	ENSG00000188038	3.43606155169056	3.45851651448056	0	8.21233975877375	0
2073	ENSG00000139651	905.974895795744	1092.89121857586	1260.56525191896	1122.74416416378	797.144303761748
2074	ENSG00000267504	117.971446608042	152.174726637144	116.735762740521	141.956158687375	79.6278783345068
2075	ENSG00000228672	10.3081846550717	26.5152932776843	9.95421232671111	15.251488123437	11.2517654168325
